,price,kms_driven,owner,age,power,brand
7804,20000.0,67209.0,First Owner,11.0,100.0,Hero
7805,75000.0,23045.0,First Owner,9.0,350.0,Royal Enfield
7806,23000.0,20000.0,First Owner,6.0,100.0,Bajaj
7807,32000.0,22697.0,First Owner,7.0,125.0,Suzuki
7808,20000.0,52000.0,First Owner,10.0,150.0,Yamaha
7809,55005.0,6600.0,First Owner,5.0,220.0,Bajaj
7810,87000.0,16336.0,First Owner,7.0,350.0,Royal Enfield
7811,70000.0,13858.0,Second Owner,11.0,350.0,Royal Enfield
7812,35000.0,11885.0,First Owner,12.0,125.0,Suzuki
7813,196700.0,13216.0,First Owner,4.0,390.0,KTM
7814,25000.0,32588.0,First Owner,9.0,150.0,Bajaj
7815,123000.0,14500.0,First Owner,4.0,250.0,Yamaha
7816,95500.0,18000.0,First Owner,8.0,350.0,Royal Enfield
7818,41000.0,20245.0,Second Owner,11.0,220.0,Bajaj
7819,15000.0,35000.0,Second Owner,19.0,100.0,Hero
7820,41500.0,3000.0,First Owner,3.0,110.0,Bajaj
7821,115000.0,23560.0,First Owner,5.0,500.0,Royal Enfield
7822,16000.0,28350.0,First Owner,15.0,150.0,TVS
7823,60000.0,35000.0,First Owner,5.0,220.0,Bajaj
7824,45000.0,13300.0,First Owner,5.0,150.0,Bajaj
7825,107000.0,16505.0,First Owner,5.0,350.0,Royal Enfield
7826,89000.0,20099.0,First Owner,4.0,250.0,Yamaha
7827,98000.0,5900.0,First Owner,3.0,200.0,Hero
7828,17000.0,36111.0,First Owner,12.0,150.0,Yamaha
7829,36000.0,18000.0,First Owner,4.0,110.0,TVS
7830,50000.0,23080.0,First Owner,7.0,200.0,Bajaj
7831,130000.0,15000.0,First Owner,8.0,250.0,Honda
7832,115000.0,10350.0,First Owner,3.0,350.0,Royal Enfield
7833,35000.0,19134.0,First Owner,11.0,150.0,Yamaha
7834,20000.0,52000.0,First Owner,11.0,180.0,Bajaj
7835,40000.0,1501.0,First Owner,2.0,100.0,Bajaj
7836,22000.0,32579.0,First Owner,6.0,110.0,Honda
7837,155000.0,20449.0,First Owner,6.0,390.0,KTM
7838,38000.0,23700.0,First Owner,4.0,110.0,TVS
7839,22400.0,14000.0,First Owner,10.0,100.0,Hero
7840,23000.0,58000.0,First Owner,9.0,150.0,Bajaj
7841,22000.0,32000.0,First Owner,13.0,150.0,Yamaha
7842,45000.0,39889.0,First Owner,7.0,150.0,Suzuki
7843,35000.0,25398.0,First Owner,7.0,125.0,Bajaj
7844,45000.0,19827.0,First Owner,3.0,110.0,Bajaj
7845,51000.0,30000.0,First Owner,8.0,220.0,Bajaj
7846,22000.0,53085.0,First Owner,9.0,100.0,Bajaj
7847,90000.0,44777.0,First Owner,6.0,350.0,Royal Enfield
7848,130000.0,8000.0,First Owner,4.0,350.0,Royal Enfield
7849,70000.0,12600.0,First Owner,7.0,180.0,TVS
7850,75000.0,16000.0,First Owner,4.0,150.0,Yamaha
7851,120000.0,23719.0,First Owner,5.0,350.0,Royal Enfield
7852,750000.0,7500.0,First Owner,5.0,800.0,Kawasaki
7853,60000.0,31769.0,First Owner,5.0,150.0,Bajaj
7854,120000.0,26709.0,First Owner,6.0,390.0,KTM
7855,26000.0,20000.0,First Owner,13.0,150.0,Bajaj
7856,134100.0,1700.0,First Owner,4.0,350.0,Royal Enfield
7857,85999.0,16589.0,First Owner,8.0,350.0,Royal Enfield
7858,70000.0,65000.0,First Owner,10.0,500.0,Royal Enfield
7859,90000.0,5770.0,First Owner,5.0,350.0,Royal Enfield
7860,65000.0,14101.0,Third Owner,34.0,350.0,Royal Enfield
7861,110000.0,14418.0,First Owner,4.0,500.0,Royal Enfield
7862,92000.0,26900.0,First Owner,7.0,350.0,Royal Enfield
7863,15995.0,88808.0,First Owner,17.0,100.0,Hero
7864,40000.0,45139.0,First Owner,9.0,150.0,Yamaha
7865,30000.0,15982.0,First Owner,8.0,125.0,Hero
7866,52000.0,12486.0,First Owner,5.0,150.0,Bajaj
7867,75500.0,24500.0,First Owner,3.0,220.0,Bajaj
7868,42000.0,6843.0,First Owner,4.0,100.0,Hero
7869,30009.0,39022.0,First Owner,11.0,150.0,Suzuki
7870,16000.0,92666.0,First Owner,14.0,100.0,Bajaj
7871,57500.0,71000.0,First Owner,9.0,223.0,Hero
7872,29600.0,105000.0,First Owner,15.0,125.0,Bajaj
7873,126508.0,22191.0,First Owner,5.0,500.0,Royal Enfield
7874,29000.0,54262.0,Second Owner,12.0,220.0,Bajaj
7875,132000.0,6000.0,First Owner,5.0,350.0,Royal Enfield
7876,56000.0,8089.0,First Owner,5.0,150.0,Bajaj
7877,26675.0,30032.0,First Owner,8.0,125.0,Bajaj
7878,136000.0,13333.0,First Owner,3.0,350.0,Royal Enfield
7879,65000.0,15200.0,First Owner,6.0,220.0,Bajaj
7880,40000.0,5995.0,First Owner,5.0,125.0,Bajaj
7881,22600.0,25000.0,First Owner,11.0,100.0,Hero
7882,84000.0,200.0,First Owner,4.0,150.0,Suzuki
7883,38500.0,34000.0,First Owner,7.0,150.0,Bajaj
7884,29900.0,41048.0,First Owner,10.0,150.0,Yamaha
7885,150000.0,5200.0,First Owner,6.0,500.0,Royal Enfield
7886,70000.0,15000.0,First Owner,5.0,150.0,Suzuki
7887,51300.0,27015.0,First Owner,7.0,150.0,Honda
7888,60000.0,21000.0,First Owner,7.0,220.0,Bajaj
7889,80000.0,17000.0,First Owner,6.0,220.0,Bajaj
7890,28000.0,33000.0,First Owner,12.0,125.0,Honda
7891,124600.0,19000.0,First Owner,7.0,500.0,Royal Enfield
7892,117000.0,24000.0,First Owner,8.0,350.0,Royal Enfield
7893,70000.0,8000.0,First Owner,6.0,160.0,Honda
7894,20500.0,69200.0,First Owner,12.0,125.0,Honda
7895,25000.0,24010.0,First Owner,12.0,100.0,Hero
7896,35000.0,26000.0,First Owner,8.0,125.0,Hero
7897,125000.0,13000.0,First Owner,7.0,350.0,Royal Enfield
7898,25000.0,10500.0,First Owner,9.0,125.0,Yamaha
7899,54400.0,27000.0,First Owner,6.0,220.0,Bajaj
7900,75000.0,3650.0,First Owner,5.0,220.0,Bajaj
7901,70000.0,10000.0,First Owner,4.0,150.0,Bajaj
7902,99000.0,18000.0,Second Owner,7.0,350.0,Royal Enfield
7903,112000.0,12200.0,First Owner,7.0,350.0,Royal Enfield
7904,21000.0,35698.0,First Owner,11.0,100.0,Hero
7905,180900.0,11466.0,First Owner,4.0,200.0,KTM
7906,550000.0,3500.0,Second Owner,4.0,650.0,Kawasaki
7907,70000.0,15500.0,First Owner,5.0,220.0,Bajaj
7908,71800.0,22650.0,Second Owner,6.0,150.0,Honda
7909,90000.0,7500.0,First Owner,3.0,220.0,Bajaj
7910,37800.0,15000.0,First Owner,5.0,125.0,Bajaj
7911,31621.0,19000.0,First Owner,6.0,100.0,Hero
7912,89720.0,33885.0,First Owner,8.0,350.0,Royal Enfield
7913,60000.0,12609.0,First Owner,5.0,160.0,Honda
7914,65000.0,11811.0,First Owner,9.0,350.0,Royal Enfield
7915,120000.0,33647.0,First Owner,4.0,400.0,Bajaj
7916,48000.0,14290.0,First Owner,5.0,150.0,Bajaj
7917,72000.0,30000.0,Second Owner,8.0,350.0,Royal Enfield
7918,30000.0,45322.0,First Owner,7.0,150.0,Bajaj
7919,55000.0,10440.0,First Owner,5.0,150.0,Bajaj
7920,16979.0,17299.0,First Owner,12.0,223.0,Hero
7921,30000.0,57298.0,First Owner,10.0,150.0,Honda
7922,36000.0,10000.0,Second Owner,8.0,220.0,Bajaj
7923,135000.0,9800.0,First Owner,6.0,390.0,KTM
7924,55400.0,39000.0,First Owner,9.0,150.0,Honda
7925,30000.0,38000.0,Second Owner,9.0,150.0,Yamaha
7926,50000.0,46527.0,First Owner,8.0,220.0,Bajaj
7927,25000.0,73625.0,First Owner,8.0,125.0,Honda
7928,29000.0,26000.0,Second Owner,9.0,150.0,Bajaj
7929,26000.0,42000.0,First Owner,7.0,110.0,Hero
7930,82000.0,6000.0,First Owner,5.0,200.0,Bajaj
7931,150000.0,10000.0,First Owner,6.0,500.0,Royal Enfield
7932,42000.0,2600.0,First Owner,8.0,220.0,Bajaj
7933,60000.0,15000.0,First Owner,6.0,150.0,Suzuki
7934,58000.0,40000.0,First Owner,7.0,150.0,Yamaha
7935,75000.0,13500.0,First Owner,4.0,200.0,TVS
7936,121900.0,10500.0,First Owner,5.0,200.0,KTM
7937,149100.0,1450.0,First Owner,5.0,500.0,Royal Enfield
7938,80000.0,9300.0,First Owner,5.0,150.0,Suzuki
7939,42200.0,3325.0,Second Owner,5.0,150.0,Bajaj
7940,65000.0,7000.0,First Owner,4.0,150.0,Bajaj
7941,22800.0,20750.0,First Owner,7.0,100.0,TVS
7942,100000.0,6742.0,First Owner,7.0,350.0,Royal Enfield
7943,60311.0,26800.0,First Owner,5.0,150.0,Bajaj
7944,20500.0,51320.0,First Owner,9.0,100.0,Hero
7945,30000.0,55297.0,First Owner,11.0,150.0,Bajaj
7946,18000.0,25000.0,First Owner,12.0,125.0,Hero
7947,75000.0,12511.0,First Owner,5.0,200.0,Bajaj
7948,22000.0,5639.0,First Owner,15.0,100.0,Hero
7949,55000.0,15581.0,First Owner,3.0,150.0,Bajaj
7950,130000.0,33125.0,First Owner,4.0,500.0,Royal Enfield
7951,87000.0,19549.0,First Owner,7.0,350.0,Royal Enfield
7952,55000.0,9643.0,First Owner,3.0,100.0,Hero
7953,650000.0,10963.0,First Owner,5.0,883.0,Harley-Davidson
7954,64466.0,42386.0,First Owner,6.0,150.0,Yamaha
7955,24000.0,25804.0,First Owner,8.0,125.0,Bajaj
7956,45000.0,17000.0,First Owner,4.0,150.0,Bajaj
7957,47000.0,22226.0,First Owner,4.0,125.0,Hero
7958,75700.0,12530.0,First Owner,6.0,150.0,Yamaha
7959,42000.0,18000.0,First Owner,8.0,150.0,Yamaha
7960,110000.0,6859.0,First Owner,3.0,200.0,KTM
7961,69000.0,38069.0,First Owner,8.0,350.0,Royal Enfield
7962,45000.0,24500.0,Second Owner,8.0,220.0,Bajaj
7963,26900.0,36000.0,First Owner,7.0,125.0,Hero
7964,125000.0,1230.0,First Owner,3.0,200.0,Bajaj
7965,68000.0,14000.0,First Owner,8.0,150.0,Yamaha
7966,140000.0,5500.0,First Owner,5.0,410.0,Royal Enfield
7967,19000.0,42000.0,Second Owner,10.0,150.0,Yamaha
7968,92000.0,7000.0,First Owner,4.0,220.0,Bajaj
7969,62000.0,9400.0,First Owner,6.0,150.0,Bajaj
7970,85000.0,16904.0,First Owner,7.0,350.0,Royal Enfield
7971,111000.0,17169.0,First Owner,4.0,400.0,Bajaj
7972,72000.0,8000.0,First Owner,4.0,160.0,Bajaj
7973,24100.0,20000.0,First Owner,7.0,110.0,Honda
7974,114000.0,38000.0,First Owner,7.0,350.0,Royal Enfield
7975,45000.0,1363.0,First Owner,3.0,110.0,TVS
7976,60000.0,14200.0,First Owner,7.0,200.0,Bajaj
7977,190000.0,4288.0,First Owner,3.0,310.0,TVS
7978,110000.0,9000.0,First Owner,12.0,500.0,Royal Enfield
7979,34000.0,15440.0,First Owner,5.0,150.0,Bajaj
7980,130000.0,27044.0,First Owner,6.0,500.0,Royal Enfield
7981,30000.0,50028.0,First Owner,11.0,180.0,Bajaj
7982,45500.0,12000.0,Second Owner,5.0,150.0,Suzuki
7983,28000.0,55141.0,First Owner,10.0,223.0,Hero
7984,90000.0,9000.0,First Owner,5.0,350.0,Royal Enfield
7985,60000.0,10121.0,First Owner,6.0,150.0,Suzuki
7986,190104.0,9500.0,First Owner,4.0,390.0,KTM
7987,25000.0,21466.0,First Owner,10.0,135.0,Bajaj
7988,25000.0,54000.0,Second Owner,12.0,150.0,Yamaha
7989,110000.0,20764.0,First Owner,4.0,350.0,Royal Enfield
7990,25000.0,62593.0,Second Owner,9.0,125.0,Honda
7991,35000.0,55250.0,First Owner,6.0,200.0,Bajaj
7992,84000.0,8527.0,First Owner,4.0,200.0,TVS
7993,75000.0,24000.0,First Owner,9.0,150.0,Yamaha
7994,74400.0,3000.0,First Owner,3.0,150.0,Bajaj
7995,55000.0,15000.0,First Owner,6.0,220.0,Bajaj
7996,45500.0,9000.0,First Owner,4.0,100.0,Bajaj
7997,478000.0,1300.0,First Owner,5.0,750.0,Harley-Davidson
7998,52000.0,25600.0,First Owner,6.0,160.0,Honda
7999,35000.0,13000.0,First Owner,7.0,125.0,Honda
8000,115000.0,26000.0,First Owner,7.0,350.0,Royal Enfield
8001,170000.0,5500.0,First Owner,3.0,300.0,Mahindra
8002,100300.0,11824.0,First Owner,6.0,350.0,Royal Enfield
8003,12000.0,82000.0,Second Owner,17.0,150.0,Bajaj
8004,65000.0,9300.0,First Owner,4.0,150.0,Bajaj
8005,130000.0,15000.0,Second Owner,5.0,390.0,KTM
8006,30000.0,18168.0,First Owner,7.0,100.0,Hero
8007,145000.0,8600.0,First Owner,6.0,390.0,KTM
8008,107000.0,15000.0,First Owner,7.0,350.0,Royal Enfield
8009,68700.0,29000.0,First Owner,10.0,350.0,Royal Enfield
8010,55000.0,23000.0,First Owner,6.0,150.0,Honda
8011,47000.0,7000.0,First Owner,4.0,125.0,Yamaha
8012,75000.0,30000.0,First Owner,9.0,350.0,Royal Enfield
8013,65000.0,20100.0,First Owner,6.0,220.0,Bajaj
8014,53000.0,9319.0,First Owner,4.0,150.0,Bajaj
8015,103000.0,9450.0,First Owner,8.0,500.0,Royal Enfield
8016,47100.0,33000.0,First Owner,8.0,150.0,Honda
8017,25500.0,25866.0,First Owner,9.0,180.0,Bajaj
8018,125000.0,10409.0,First Owner,4.0,500.0,Royal Enfield
8019,32000.0,18818.0,First Owner,11.0,150.0,Yamaha
8020,155000.0,6153.0,First Owner,5.0,350.0,Royal Enfield
8021,150000.0,11535.0,First Owner,3.0,400.0,Bajaj
8022,45000.0,52000.0,First Owner,6.0,220.0,Bajaj
8023,30000.0,37125.0,First Owner,8.0,135.0,Bajaj
8024,70000.0,14424.0,First Owner,4.0,200.0,TVS
8025,70000.0,21543.0,First Owner,3.0,150.0,Suzuki
8026,70000.0,5768.0,First Owner,5.0,220.0,Bajaj
8027,60000.0,15000.0,Second Owner,9.0,200.0,Bajaj
8028,30000.0,33000.0,First Owner,10.0,100.0,Hero
8030,40000.0,45000.0,First Owner,8.0,220.0,Bajaj
8031,145000.0,24000.0,Second Owner,6.0,390.0,KTM
8032,26900.0,91000.0,First Owner,10.0,220.0,Bajaj
8033,120000.0,13208.0,First Owner,10.0,500.0,Royal Enfield
8034,17000.0,53399.0,Second Owner,13.0,200.0,Bajaj
8035,82000.0,4524.0,First Owner,3.0,160.0,TVS
8036,72000.0,14405.0,First Owner,6.0,200.0,Bajaj
8037,30000.0,24021.0,First Owner,5.0,125.0,Honda
8038,23000.0,40000.0,Third Owner,16.0,100.0,Hero
8039,40000.0,55687.0,First Owner,8.0,150.0,Hero
8041,115000.0,16476.0,First Owner,5.0,350.0,Royal Enfield
8042,25000.0,48246.0,Second Owner,7.0,110.0,Hero
8043,65000.0,20000.0,First Owner,5.0,220.0,Bajaj
8044,65000.0,34833.0,First Owner,4.0,160.0,Honda
8045,54799.0,27488.0,First Owner,8.0,150.0,Honda
8046,72000.0,9125.0,First Owner,6.0,150.0,Yamaha
8047,48000.0,18533.0,First Owner,5.0,180.0,TVS
8048,20000.0,10495.0,First Owner,11.0,135.0,Bajaj
8049,35000.0,8209.0,First Owner,9.0,150.0,Yamaha
8050,44000.0,71124.0,First Owner,8.0,200.0,Bajaj
8052,42000.0,1700.0,First Owner,3.0,100.0,Bajaj
8053,95000.0,10729.0,First Owner,3.0,160.0,Honda
8054,52000.0,40272.0,First Owner,4.0,150.0,Suzuki
8055,33000.0,21664.0,First Owner,6.0,100.0,Hero
8056,37000.0,16664.0,First Owner,4.0,100.0,Hero
8057,42000.0,14311.0,First Owner,5.0,150.0,Bajaj
8058,75000.0,14396.0,First Owner,7.0,350.0,Royal Enfield
8059,14000.0,38987.0,First Owner,15.0,100.0,Hero
8060,30500.0,30312.0,Second Owner,15.0,180.0,Bajaj
8061,35000.0,17079.0,First Owner,8.0,100.0,Hero
8062,49900.0,13813.0,First Owner,4.0,150.0,Hero
8063,25000.0,65901.0,First Owner,10.0,100.0,Hero
8064,40000.0,27090.0,Second Owner,8.0,220.0,Bajaj
8065,17000.0,54519.0,First Owner,10.0,100.0,Bajaj
8066,75000.0,17243.0,Second Owner,4.0,250.0,Yamaha
8067,128000.0,8500.0,First Owner,5.0,350.0,Royal Enfield
8068,15000.0,10750.0,First Owner,15.0,100.0,Bajaj
8069,145000.0,14000.0,First Owner,4.0,500.0,Royal Enfield
8070,47000.0,19151.0,First Owner,4.0,100.0,Hero
8071,20000.0,71970.0,First Owner,13.0,150.0,Bajaj
8072,35000.0,31733.0,First Owner,8.0,220.0,Bajaj
8073,65800.0,31000.0,First Owner,11.0,350.0,Royal Enfield
8074,65000.0,12061.0,First Owner,4.0,180.0,TVS
8075,86000.0,4700.0,First Owner,4.0,160.0,Honda
8076,93000.0,500.0,First Owner,4.0,220.0,Bajaj
8077,16000.0,29333.0,First Owner,8.0,100.0,Bajaj
8078,95000.0,7875.0,First Owner,6.0,350.0,Royal Enfield
8079,90000.0,16589.0,First Owner,8.0,350.0,Royal Enfield
8080,50000.0,22426.0,First Owner,7.0,223.0,Hero
8081,25000.0,49871.0,Second Owner,8.0,125.0,Bajaj
8082,40000.0,27500.0,First Owner,12.0,220.0,Bajaj
8083,165000.0,23000.0,First Owner,5.0,250.0,Benelli
8084,93000.0,13453.0,First Owner,3.0,200.0,TVS
8085,122500.0,25000.0,First Owner,6.0,390.0,KTM
8086,14000.0,64270.0,Second Owner,17.0,100.0,Bajaj
8087,19000.0,36000.0,First Owner,10.0,100.0,TVS
8088,175000.0,16051.0,First Owner,6.0,250.0,Hyosung
8089,103000.0,7000.0,First Owner,5.0,150.0,Yamaha
8090,48000.0,42000.0,First Owner,5.0,150.0,Bajaj
8091,17000.0,45000.0,First Owner,11.0,135.0,Bajaj
8092,30000.0,43333.0,First Owner,10.0,150.0,Honda
8093,30000.0,87370.0,First Owner,10.0,150.0,Honda
8094,17000.0,59000.0,First Owner,15.0,100.0,Hero
8095,42000.0,15000.0,First Owner,5.0,135.0,Bajaj
8096,135000.0,9500.0,First Owner,6.0,200.0,KTM
8097,45000.0,35000.0,First Owner,8.0,220.0,Bajaj
8098,50000.0,6000.0,First Owner,8.0,200.0,Bajaj
8099,102000.0,2600.0,First Owner,5.0,150.0,Yamaha
8100,100000.0,22600.0,First Owner,8.0,350.0,Royal Enfield
8101,92000.0,11060.0,First Owner,4.0,250.0,Yamaha
8102,46000.0,26419.0,First Owner,4.0,150.0,Hero
8103,23132.0,38752.0,First Owner,9.0,100.0,Bajaj
8104,21000.0,40824.0,First Owner,7.0,110.0,Mahindra
8105,28499.0,23500.0,First Owner,8.0,125.0,Honda
8106,380000.0,15027.0,Second Owner,7.0,750.0,Harley-Davidson
8107,97000.0,78.0,First Owner,2.0,160.0,Bajaj
8108,30000.0,34205.0,First Owner,9.0,150.0,Yamaha
8109,80000.0,6500.0,First Owner,4.0,160.0,Bajaj
8110,17000.0,35000.0,Third Owner,11.0,100.0,Hero
8111,19200.0,25000.0,Second Owner,10.0,125.0,Honda
8112,105000.0,11000.0,First Owner,7.0,535.0,Royal Enfield
8113,33000.0,22.0,First Owner,4.0,100.0,Bajaj
8114,125000.0,11451.0,First Owner,6.0,350.0,Royal Enfield
8115,20000.0,65000.0,First Owner,11.0,150.0,Hero
8116,46000.0,5214.0,First Owner,3.0,125.0,Bajaj
8117,62600.0,25000.0,Second Owner,10.0,350.0,Royal Enfield
8118,21000.0,46000.0,First Owner,7.0,100.0,Bajaj
8119,55000.0,15000.0,First Owner,5.0,223.0,Hero
8120,21000.0,45244.0,First Owner,9.0,150.0,Bajaj
8121,55000.0,30000.0,First Owner,6.0,150.0,Bajaj
8122,42500.0,8628.0,First Owner,4.0,100.0,Hero
8123,37000.0,32000.0,First Owner,8.0,150.0,Yamaha
8124,25000.0,46956.0,First Owner,7.0,110.0,Mahindra
8125,35000.0,7578.0,First Owner,9.0,160.0,TVS
8126,22000.0,30664.0,First Owner,9.0,150.0,Suzuki
8127,200000.0,19659.0,First Owner,3.0,310.0,TVS
8128,28000.0,54400.0,First Owner,10.0,125.0,Honda
8129,23000.0,54548.0,First Owner,8.0,125.0,Bajaj
8130,10000.0,28900.0,Second Owner,18.0,100.0,Hero
8131,14227.0,36000.0,First Owner,15.0,150.0,Bajaj
8132,34600.0,21500.0,First Owner,5.0,110.0,Honda
8133,39600.0,9000.0,First Owner,3.0,100.0,Bajaj
8134,21700.0,12350.0,First Owner,8.0,110.0,Honda
8135,34000.0,53817.0,First Owner,9.0,180.0,TVS
8136,28000.0,2347.0,First Owner,6.0,100.0,Bajaj
8137,112000.0,10000.0,First Owner,6.0,350.0,Royal Enfield
8138,25000.0,29956.0,First Owner,7.0,125.0,Honda
8139,169000.0,4411.0,First Owner,2.0,350.0,Royal Enfield
8140,45600.0,23128.0,First Owner,7.0,150.0,Honda
8141,35000.0,50861.0,First Owner,9.0,125.0,Bajaj
8142,45000.0,17160.0,Second Owner,6.0,220.0,Bajaj
8143,60000.0,15733.0,First Owner,4.0,100.0,Hero
8144,154400.0,8500.0,First Owner,3.0,350.0,Royal Enfield
8145,70000.0,17408.0,First Owner,6.0,220.0,Bajaj
8146,75000.0,11921.0,First Owner,3.0,150.0,Hero
8147,40000.0,59445.0,First Owner,7.0,150.0,Hero
8148,101000.0,18894.0,First Owner,5.0,350.0,Royal Enfield
8149,75000.0,29094.0,First Owner,9.0,350.0,Royal Enfield
8150,60000.0,5559.0,First Owner,3.0,125.0,Honda
8151,110000.0,13975.0,Second Owner,6.0,350.0,Royal Enfield
8152,150000.0,76467.0,First Owner,9.0,350.0,Royal Enfield
8153,85000.0,49000.0,First Owner,13.0,350.0,Royal Enfield
8154,41000.0,9624.0,First Owner,3.0,110.0,Suzuki
8155,45000.0,12551.0,First Owner,9.0,150.0,Yamaha
8156,100000.0,98056.0,First Owner,7.0,500.0,Royal Enfield
8157,85000.0,45000.0,First Owner,8.0,350.0,Royal Enfield
8158,50000.0,20040.0,First Owner,5.0,220.0,Bajaj
8159,445600.0,8000.0,First Owner,5.0,750.0,Harley-Davidson
8160,36500.0,19000.0,First Owner,5.0,100.0,Hero
8161,20000.0,35000.0,Third Owner,12.0,135.0,Bajaj
8162,32000.0,40000.0,Second Owner,11.0,150.0,Bajaj
8163,56000.0,4411.0,First Owner,3.0,100.0,Hero
8164,240000.0,4000.0,First Owner,5.0,390.0,KTM
8165,155000.0,15500.0,First Owner,5.0,390.0,KTM
8166,45000.0,24950.0,First Owner,9.0,160.0,TVS
8167,35000.0,23000.0,First Owner,8.0,150.0,Bajaj
8168,55000.0,14500.0,First Owner,6.0,150.0,Bajaj
8169,45000.0,22500.0,First Owner,7.0,150.0,Yamaha
8170,45000.0,38724.0,First Owner,7.0,150.0,Yamaha
8171,27500.0,15435.0,First Owner,8.0,100.0,Hero
8172,109600.0,31500.0,First Owner,5.0,350.0,Royal Enfield
8173,22000.0,24000.0,First Owner,9.0,125.0,Bajaj
8174,200000.0,4000.0,First Owner,5.0,390.0,KTM
8175,65000.0,28000.0,Second Owner,15.0,350.0,Royal Enfield
8176,51000.0,15500.0,Second Owner,3.0,125.0,Hero
8177,13000.0,35583.0,First Owner,15.0,125.0,Bajaj
8178,133500.0,17000.0,First Owner,3.0,250.0,Yamaha
8179,10951.0,1638.0,First Owner,16.0,100.0,Bajaj
8180,25000.0,16000.0,First Owner,12.0,150.0,Yamaha
8181,19000.0,60064.0,First Owner,10.0,150.0,Bajaj
8182,19000.0,17204.0,First Owner,11.0,135.0,Bajaj
8183,54000.0,250841.0,First Owner,11.0,350.0,Royal Enfield
8184,65000.0,60000.0,First Owner,7.0,150.0,Honda
8185,35000.0,40000.0,First Owner,13.0,160.0,TVS
8186,25000.0,50000.0,First Owner,9.0,150.0,Yamaha
8187,21600.0,25000.0,First Owner,9.0,125.0,Suzuki
8188,70000.0,21582.0,First Owner,3.0,150.0,Bajaj
8189,125000.0,3679.0,First Owner,4.0,350.0,Royal Enfield
8190,85000.0,15000.0,Third Owner,7.0,350.0,Royal Enfield
8192,145000.0,12400.0,First Owner,2.0,350.0,Royal Enfield
8193,18000.0,40429.0,First Owner,10.0,125.0,Honda
8194,25000.0,20293.0,First Owner,8.0,100.0,Hero
8195,175000.0,10951.0,First Owner,6.0,500.0,Royal Enfield
8196,110000.0,800.0,First Owner,3.0,250.0,Yamaha
8197,860000.0,12000.0,Second Owner,5.0,200.0,KTM
8198,19000.0,32500.0,First Owner,12.0,100.0,Hero
8199,113300.0,21537.0,First Owner,5.0,350.0,Royal Enfield
8200,18000.0,18695.0,First Owner,10.0,150.0,Yamaha
8201,95000.0,21000.0,First Owner,8.0,350.0,Royal Enfield
8202,101000.0,17278.0,First Owner,6.0,350.0,Royal Enfield
8203,125000.0,11734.0,First Owner,3.0,200.0,Bajaj
8204,85000.0,2648.0,First Owner,2.0,150.0,Yamaha
8205,231000.0,4168.0,First Owner,6.0,650.0,Hyosung
8206,126000.0,20000.0,First Owner,4.0,400.0,Bajaj
8207,170000.0,12400.0,First Owner,4.0,200.0,KTM
8208,90000.0,52594.0,First Owner,3.0,200.0,TVS
8209,25000.0,85000.0,First Owner,14.0,150.0,Hero
8210,115000.0,6096.0,First Owner,5.0,500.0,Royal Enfield
8211,20000.0,43000.0,First Owner,12.0,150.0,Honda
8212,171000.0,3700.0,First Owner,4.0,500.0,Royal Enfield
8213,110000.0,8855.0,First Owner,3.0,350.0,Royal Enfield
8214,80000.0,17000.0,First Owner,3.0,200.0,Bajaj
8215,269000.0,2204.0,First Owner,4.0,250.0,Kawasaki
8216,85000.0,58093.0,Second Owner,6.0,390.0,KTM
8217,105000.0,10581.0,First Owner,4.0,350.0,Royal Enfield
8218,42000.0,15000.0,First Owner,5.0,160.0,TVS
8219,21000.0,43000.0,First Owner,9.0,125.0,Hero
8220,56000.0,11600.0,First Owner,4.0,150.0,Bajaj
8221,125000.0,10059.0,First Owner,5.0,350.0,Royal Enfield
8222,111088.0,17000.0,First Owner,4.0,200.0,Bajaj
8223,49800.0,27083.0,First Owner,7.0,150.0,Honda
8224,55000.0,67445.0,First Owner,10.0,150.0,Yamaha
8225,22000.0,5610.0,First Owner,10.0,150.0,Hero
8226,48000.0,27000.0,First Owner,5.0,150.0,Bajaj
8227,145000.0,7481.0,First Owner,5.0,500.0,Royal Enfield
8228,68000.0,26000.0,First Owner,3.0,180.0,Bajaj
8229,195000.0,1768.0,First Owner,3.0,500.0,Royal Enfield
8230,10000.0,29238.0,First Owner,16.0,110.0,TVS
8231,14200.0,37000.0,First Owner,13.0,100.0,Hero
8232,85000.0,18474.0,First Owner,6.0,200.0,Bajaj
8233,95000.0,24000.0,First Owner,10.0,250.0,Honda
8234,16000.0,79000.0,First Owner,12.0,125.0,Bajaj
8235,215000.0,8700.0,First Owner,6.0,250.0,Hyosung
8236,70000.0,18302.0,Second Owner,4.0,220.0,Bajaj
8237,40000.0,25392.0,First Owner,4.0,100.0,Hero
8238,84700.0,27845.0,First Owner,6.0,200.0,Bajaj
8239,30000.0,27598.0,First Owner,8.0,110.0,Honda
8240,51500.0,4734.0,First Owner,6.0,220.0,Bajaj
8241,98000.0,1700.0,First Owner,3.0,200.0,Bajaj
8242,42000.0,30090.0,First Owner,11.0,150.0,Yamaha
8243,218000.0,10016.0,First Owner,6.0,250.0,Hyosung
8244,52000.0,42786.0,First Owner,7.0,200.0,Bajaj
8245,67800.0,11000.0,First Owner,5.0,200.0,Bajaj
8246,108400.0,3545.0,First Owner,8.0,500.0,Royal Enfield
